id,age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,contact_month,contact_year,previous_contact,unnamed_0,income,kidhome,teenhome,dt_customer,num_web_visits_month,year
8d700df5-0c33-4517-8cf8-92e1c92c9c12,41.0,blue-collar,MARRIED,,0,0,0,telephone,55,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-11-30,11,2015,0,10,92882,1,1,2012-01-05,9,2012
ca5c0d7a-8bbd-42b3-8351-1074c5be011a,25.0,services,SINGLE,high.school,0,1,0,telephone,222,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-04-17,4,2016,0,11,84813,0,1,2012-06-06,30,2012
66a752e2-b2f1-440c-9a8f-cc3b10d74dd0,29.0,blue-collar,SINGLE,high.school,0,0,1,telephone,137,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-06-14,6,2016,0,12,102006,0,1,2012-03-24,18,2012
54b1ea8a-a909-45d9-9562-775b64ac9c29,57.0,housemaid,DIVORCED,basic.4y,0,1,0,telephone,293,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-08-25,8,2015,0,13,140801,2,1,2012-02-11,32,2012
3a7b7570-aba9-40bc-9f80-3433d064b5b7,35.0,blue-collar,MARRIED,basic.6y,0,1,0,telephone,146,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-09-19,9,2016,0,14,73262,2,2,2012-09-10,27,2012
c93f0774-c122-421b-ac44-2041dcc43609,54.0,retired,MARRIED,basic.9y,0,1,1,telephone,174,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-01-03,1,2016,0,15,117422,1,2,2012-04-05,15,2012
8f63b4b2-6190-4fbe-a041-b0c472c596c7,35.0,blue-collar,MARRIED,basic.6y,0,1,0,telephone,312,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-02-28,2,2018,0,16,70235,1,1,2012-03-11,27,2012
714f78d0-c23e-40ff-b892-bfeacc4223f8,,blue-collar,MARRIED,basic.6y,0,1,1,telephone,440,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-29,3,2019,0,17,106688,1,1,2012-01-22,5,2012
4b568fd1-8690-48a4-a1e5-7497bb533047,50.0,blue-collar,MARRIED,basic.9y,0,1,1,telephone,353,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-25,10,2018,0,18,99745,2,2,2012-12-11,20,2012
74bf1569-4bdb-49e4-98ba-c1c607d90596,39.0,management,SINGLE,basic.9y,0,0,0,telephone,195,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-07-01,7,2017,0,19,173275,2,0,2012-04-17,26,2012
e9170af6-b4f8-4700-b954-836f94372fd8,30.0,unemployed,MARRIED,high.school,0,0,0,telephone,38,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-04-20,4,2017,0,20,32331,1,2,2012-02-27,28,2012
47591c83-e88b-40c2-bb8e-de40b94a44cb,55.0,blue-collar,MARRIED,basic.4y,0,1,0,telephone,262,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-11,8,2016,0,21,158116,0,2,2012-10-08,21,2012
1c85ef8a-60a1-424d-804c-f712ccd612cc,55.0,retired,SINGLE,high.school,0,1,0,telephone,342,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-12-24,12,2019,0,22,38474,0,0,2012-03-20,2,2012
f480284a-908b-4575-9ce5-28b396d54e36,,technician,SINGLE,high.school,0,1,0,telephone,181,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-06-10,6,2015,0,23,179682,2,0,2012-09-26,17,2012
2a14bcd3-a981-45c2-ac76-79323567627c,37.0,admin.,MARRIED,high.school,0,1,0,telephone,172,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-05-19,5,2017,0,24,49728,1,2,2012-02-07,12,2012
c298253f-fcd6-45cb-a6b0-9815ec3e7c13,35.0,technician,MARRIED,university.degree,0,0,1,telephone,99,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-03-19,3,2018,0,25,176324,1,0,2012-04-04,1,2012
cbf9c247-762f-40f9-a351-a7e686ac7488,,technician,MARRIED,,0,1,0,telephone,93,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-09-25,9,2016,0,26,104766,0,2,2012-12-19,32,2012
b4861606-8206-4f41-acd5-63b48d5596a1,39.0,self-employed,MARRIED,basic.9y,0,0,0,telephone,233,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-11-23,11,2016,0,27,118851,0,2,2012-02-08,30,2012
f52b8aff-2bab-496e-9b18-95925894c0ed,54.0,technician,SINGLE,university.degree,0,0,0,telephone,255,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-12-05,12,2016,0,28,54609,1,1,2012-01-08,25,2012
943bc97d-2618-4ba3-b2dc-5a3d1571446a,55.0,,MARRIED,university.degree,0,0,0,telephone,362,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-07-01,7,2015,0,29,75488,1,1,2012-08-30,26,2012
61bec99d-c1d2-4231-aa6a-37a002c9af42,46.0,admin.,MARRIED,,0,0,0,telephone,348,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-12-20,12,2019,0,30,172888,1,2,2012-11-01,10,2012
9eaba08c-51a8-477f-93b6-ad65fb0b6f03,59.0,technician,MARRIED,,0,1,0,telephone,386,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-04-14,4,2019,0,31,90838,1,0,2012-05-10,7,2012
69cb4917-d4e6-456f-a840-c5c411bac44c,49.0,blue-collar,MARRIED,,0,0,0,telephone,73,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-01-04,1,2019,0,32,20361,2,0,2012-11-14,32,2012
a028192c-3c95-4935-aa95-06515e5fd38d,54.0,management,MARRIED,basic.4y,0,1,0,telephone,230,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-10-05,10,2019,0,33,128876,0,2,2012-10-06,1,2012
ebf703d5-d980-47bc-a8eb-6de16260483f,,blue-collar,DIVORCED,basic.4y,0,0,0,telephone,208,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-12-18,12,2019,0,34,121937,2,2,2012-10-29,21,2012
7aeeda6f-95df-402b-a8d8-817764f4dafe,55.0,,MARRIED,basic.4y,0,1,0,telephone,336,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-02-11,2,2018,0,35,73868,1,1,2012-02-29,14,2012
7c50f0e5-8fb1-41f3-a18a-20bd5fc9a3d9,34.0,services,MARRIED,high.school,0,0,0,telephone,365,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-10-17,10,2019,0,36,83851,1,1,2012-10-18,12,2012
a7eb98b2-0163-4375-a6a5-40b5f2ce6428,52.0,technician,MARRIED,basic.9y,0,1,0,telephone,1666,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-12-11,12,2015,0,37,71669,2,2,2012-04-16,26,2012
a9280a68-5b1e-448c-98c9-271eba3e4a30,41.0,admin.,MARRIED,university.degree,0,1,0,telephone,577,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-04-26,4,2019,0,38,50412,0,0,2012-05-05,2,2012
b1d3e69b-43f5-4983-ba00-37dcc3979e84,56.0,technician,MARRIED,basic.4y,0,1,0,telephone,137,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-04-23,4,2017,0,39,35940,1,0,2012-11-15,15,2012
e03dc123-10b3-42f2-9d18-c26a53c7a473,58.0,management,,university.degree,0,1,0,telephone,366,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-09-15,9,2015,0,40,131696,2,0,2012-12-23,3,2012
41f0832d-fea4-47dc-81c3-ad5a528a2fb7,32.0,entrepreneur,MARRIED,high.school,0,1,0,telephone,314,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-12-29,12,2018,0,41,55182,2,0,2012-11-20,7,2012
dd9279a9-2d85-4f87-b87b-560f5224d46a,38.0,admin.,SINGLE,professional.course,0,0,0,telephone,160,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-03-12,3,2015,0,42,170859,2,2,2012-04-11,28,2012
45576313-a078-48e8-803c-b5fec072ee53,,admin.,MARRIED,university.degree,0,0,1,telephone,212,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-06-06,6,2019,0,43,65477,0,0,2012-09-10,24,2012
f2e69637-04fb-4d2d-813e-b15e061776e9,44.0,admin.,MARRIED,university.degree,0,1,0,telephone,188,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-01-05,1,2015,0,44,122815,2,1,2012-05-14,28,2012
01d47e8f-32e7-4fd8-8188-2761a09f42bb,42.0,technician,SINGLE,professional.course,0,0,0,telephone,22,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-01-08,1,2017,0,45,52087,0,2,2012-03-09,13,2012
170ae51e-abde-4832-a157-f1bf0f630e83,57.0,admin.,MARRIED,university.degree,0,1,1,telephone,616,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-10-15,10,2016,0,46,136434,1,1,2012-07-03,3,2012
6beb1eea-2343-42c1-9881-378c64cf08e5,40.0,blue-collar,MARRIED,basic.9y,0,0,1,telephone,178,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-08-15,8,2017,0,47,48855,2,1,2012-08-21,11,2012
6155f7ed-fc77-4de5-8f66-386c9a85d74a,35.0,admin.,MARRIED,university.degree,0,1,0,telephone,355,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-12-19,12,2015,0,48,14091,1,2,2012-03-23,15,2012
652ef647-2ee2-4afd-8cd1-105ff08b9dfb,45.0,blue-collar,MARRIED,basic.9y,0,1,0,telephone,225,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-05-15,5,2018,0,49,49376,1,2,2012-11-21,18,2012
89d515a3-7191-4a7c-b166-692bd3eb0e2e,54.0,admin.,MARRIED,high.school,0,0,0,telephone,160,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-05-23,5,2019,0,50,141524,1,2,2012-01-10,32,2012
d43355a7-b518-46f4-8713-b9daba3e586f,39.0,housemaid,MARRIED,basic.4y,0,0,1,telephone,266,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-10-02,10,2015,0,51,139751,0,2,2012-06-23,15,2012
b575bf38-fde5-4980-a253-e5d2a7c6622d,60.0,admin.,MARRIED,high.school,0,0,0,telephone,253,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-07-20,7,2019,0,52,175358,2,1,2012-07-27,8,2012
fc488ebf-de25-4108-a5e0-881010bcb6db,,admin.,SINGLE,professional.course,0,0,0,telephone,179,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-10-22,10,2016,0,53,43378,1,0,2012-01-13,14,2012
a53d19c6-cc04-4e56-936c-2af714cb0691,55.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,269,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-07-24,7,2016,0,54,171806,2,1,2012-04-01,26,2012
b49bf23e-16c4-4e10-8bad-cff8277af141,,technician,MARRIED,professional.course,0,1,0,telephone,135,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-02-04,2,2017,0,55,82735,2,1,2012-09-15,5,2012
3cd59535-e982-46ec-8bdb-5540b42f98c7,50.0,management,MARRIED,university.degree,0,0,1,telephone,161,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-12-03,12,2018,0,56,21488,1,2,2012-07-13,29,2012
b9e57bd9-32b6-48db-be0b-399968bb4458,45.0,services,MARRIED,high.school,0,1,0,telephone,787,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-11-16,11,2018,0,57,165897,1,2,2012-11-28,3,2012
c70bda4e-ab87-48ad-a248-c654a465ba18,55.0,unemployed,MARRIED,professional.course,0,1,1,telephone,145,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-08-08,8,2018,0,58,20845,2,2,2012-09-27,1,2012
df2754f0-ab9d-4392-969f-255be30bcf95,25.0,technician,SINGLE,university.degree,0,1,0,telephone,174,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-11-22,11,2018,0,59,42782,0,1,2012-05-14,15,2012
4c4427bf-a4b4-4127-a461-a0db67bb5508,,entrepreneur,MARRIED,university.degree,0,0,0,telephone,449,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-01-13,1,2016,0,60,140136,2,2,2012-07-18,14,2012
356fc69e-a248-4af2-ae28-c2c8d3aa779d,51.0,blue-collar,MARRIED,basic.9y,0,1,0,telephone,812,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-04-15,4,2015,0,61,76853,2,0,2012-11-12,23,2012
7d2ddb31-a03d-45cf-8fdc-b35e6bbda707,,blue-collar,MARRIED,basic.6y,0,1,0,telephone,164,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-08,10,2018,0,62,61337,0,1,2012-02-24,7,2012
4d0f692b-c599-45a2-b496-3b4fb0ca3a41,42.0,blue-collar,MARRIED,basic.6y,0,0,0,telephone,366,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-09-30,9,2017,0,63,178376,1,1,2012-06-10,18,2012
d8ea4803-4a98-402e-a522-03302ef278b5,48.0,admin.,MARRIED,high.school,0,0,0,telephone,357,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-06-07,6,2017,0,64,83568,0,2,2012-01-06,18,2012
472c21b6-733b-448a-b97e-0899d471b051,37.0,admin.,MARRIED,university.degree,0,0,0,telephone,232,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-10-26,10,2019,0,65,114438,1,0,2012-06-06,32,2012
c2c2c999-1f3d-48ac-9a17-562777356f88,,blue-collar,SINGLE,basic.9y,0,1,0,telephone,91,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-10-07,10,2019,0,66,128341,2,0,2012-10-29,13,2012
f9b67e3e-db2e-4089-85e1-df5462319653,,admin.,MARRIED,,0,1,0,telephone,273,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-29,3,2019,0,67,26244,0,2,2012-05-18,16,2012
ff8b1cfe-0ee6-4a62-ad9d-d602427107c7,56.0,admin.,MARRIED,basic.9y,0,1,0,telephone,158,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-02-08,2,2017,0,68,130764,1,0,2012-03-30,8,2012
c5bee864-d04c-4e58-a813-8239b67d6345,,blue-collar,SINGLE,basic.4y,0,1,1,telephone,177,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-09-17,9,2017,0,69,141859,2,1,2012-02-06,4,2012
c9264446-deae-4147-87a6-7f6d53a50af0,41.0,management,MARRIED,basic.6y,0,0,0,telephone,200,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-24,10,2018,0,70,55445,0,2,2012-10-05,21,2012
5df79f8e-3ec3-48f9-bbff-b21447c79099,44.0,management,DIVORCED,university.degree,0,1,0,telephone,172,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-01-05,1,2016,0,71,77947,1,1,2012-04-29,11,2012
6444da89-9436-4b09-ad38-159551c260e3,47.0,admin.,MARRIED,university.degree,0,1,0,telephone,176,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-07-12,7,2018,0,72,67439,0,1,2012-03-05,9,2012
6e4cd355-435a-4d7b-b2f5-92d64c706a05,57.0,,MARRIED,,0,0,0,telephone,211,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-06-18,6,2018,0,73,80033,0,0,2012-01-15,11,2012
d3fd430a-83ab-48fb-ad0f-29219a273d56,37.0,admin.,MARRIED,university.degree,0,1,0,telephone,214,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-01-22,1,2015,0,74,93745,0,2,2012-07-16,27,2012
52fe0cf8-74be-4760-a5fe-ac78c82cfe52,41.0,blue-collar,DIVORCED,basic.4y,0,1,0,telephone,1575,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2017-02-14,2,2017,0,75,51945,1,1,2012-05-16,32,2012
fd488945-dcb1-4c93-ae06-2b2378db0bd0,55.0,technician,MARRIED,university.degree,0,0,0,telephone,349,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-07-31,7,2017,0,76,177873,0,0,2012-07-13,11,2012
983b0a18-7d54-4900-bc06-ba7b30e17f49,,services,MARRIED,high.school,0,1,0,telephone,337,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-04,10,2018,0,77,121966,1,1,2012-08-08,31,2012
be6c8341-fb40-4158-8d62-81fb98648760,55.0,management,MARRIED,,0,1,0,telephone,272,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-09-05,9,2017,0,78,167586,0,1,2012-02-12,18,2012
f583f88c-58de-40db-bcae-b2b9105fa153,42.0,blue-collar,MARRIED,basic.9y,0,0,0,telephone,208,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-02-07,2,2016,0,79,70480,1,2,2012-08-19,13,2012
cc1029bd-87da-4de0-8735-a3b090df62c0,50.0,blue-collar,MARRIED,basic.4y,0,1,0,telephone,193,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-08-19,8,2018,0,80,18714,2,2,2012-08-10,23,2012
cf01e33c-2eb7-4020-8c72-879d3489bfa1,51.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,212,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-05-14,5,2015,0,81,74584,0,1,2012-08-27,14,2012
e6382798-c0b1-4337-af1b-ee9196f5c831,38.0,admin.,MARRIED,high.school,0,0,0,telephone,165,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-01-13,1,2019,0,82,7462,2,2,2012-08-20,21,2012
d3ea4624-cbe7-40bf-8324-cc3c763f0e80,49.0,entrepreneur,MARRIED,university.degree,0,1,0,telephone,1042,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2016-11-23,11,2016,0,83,153359,0,2,2012-11-15,9,2012
d652e74e-8e59-4eb0-ada7-512f3d11ea40,38.0,technician,SINGLE,university.degree,0,0,1,telephone,20,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-09-10,9,2016,0,84,138685,2,0,2012-12-25,20,2012
18060794-5ed8-44ab-8b30-ceb9cc3222fd,31.0,admin.,DIVORCED,high.school,0,0,0,telephone,246,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-06-18,6,2017,0,85,116608,1,0,2012-07-20,13,2012
360a3c07-d566-4079-9550-6c6c6422f5f2,,management,MARRIED,basic.6y,0,0,0,telephone,529,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-08-28,8,2017,0,86,14417,1,0,2012-07-30,1,2012
1246ce73-1096-4b01-b971-0bffb7ca7fee,39.0,admin.,MARRIED,university.degree,0,1,1,telephone,192,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-11-18,11,2018,0,87,99031,0,0,2012-08-28,21,2012
01fe1411-bb08-4ae3-8252-0e7385580955,49.0,technician,MARRIED,basic.9y,0,0,0,telephone,1467,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2015-05-17,5,2015,0,88,93507,2,1,2012-10-19,15,2012
1a7cb055-189b-4261-a521-bd11ec6ab304,34.0,admin.,MARRIED,high.school,0,1,0,telephone,188,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-10-26,10,2016,0,89,68707,1,0,2012-02-09,16,2012
a068e668-ee92-47ab-94b3-2c6f0660c267,35.0,admin.,MARRIED,university.degree,0,1,0,telephone,180,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-08-27,8,2016,0,90,119162,1,0,2012-07-09,1,2012
1d488b7c-d680-4210-87f4-caab6d9ee03f,,,MARRIED,,0,1,0,telephone,48,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-09-30,9,2017,0,91,74474,2,1,2012-09-04,13,2012
27c0a2c1-7538-4097-a0c8-501fbf55dfee,60.0,admin.,MARRIED,,0,0,1,telephone,213,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-02-23,2,2019,0,92,111496,2,0,2012-02-18,19,2012
3e29229f-9ee7-455c-b623-63250793db56,33.0,unemployed,MARRIED,basic.9y,0,0,0,telephone,545,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-12-03,12,2018,0,93,95189,0,0,2012-07-18,22,2012
8e84714f-4768-41e6-bc2b-2dff581e12b8,42.0,blue-collar,MARRIED,basic.6y,0,0,1,telephone,583,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-09-20,9,2017,0,94,45768,1,1,2012-06-17,21,2012
aa9a96e2-a1f0-48b9-bd12-0d082fc65f56,45.0,services,MARRIED,professional.course,0,1,0,telephone,221,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-08-17,8,2015,0,95,122783,0,0,2012-11-03,3,2012
9eada552-2e0f-4e25-bc52-86b419bcf3b8,42.0,management,MARRIED,university.degree,0,0,0,telephone,426,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-11-28,11,2018,0,96,98678,0,0,2012-12-02,31,2012
3da2368a-8b67-4b7e-bf51-0499b71369dc,53.0,admin.,DIVORCED,university.degree,0,0,0,telephone,287,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-12-08,12,2016,0,97,21072,0,0,2012-07-09,21,2012
c96f9121-6f02-44bd-aa3c-4da573414177,37.0,technician,SINGLE,professional.course,0,0,0,telephone,197,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-05-19,5,2016,0,98,60378,1,2,2012-09-14,18,2012
73dae94a-e882-4845-aa30-0aaff25d2a17,44.0,blue-collar,MARRIED,basic.6y,0,0,0,telephone,257,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-07-29,7,2018,0,99,145871,0,2,2012-08-13,8,2012
7aa43513-2461-455c-9430-9afb22f3a22d,54.0,services,MARRIED,,0,1,0,telephone,229,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-12-01,12,2018,0,100,109725,1,0,2012-08-03,13,2012
18b0c404-331a-4a68-90bc-0494a082f62d,49.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,55,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-12-21,12,2017,0,101,96711,0,0,2012-03-07,29,2012
012204f4-fca9-4bcb-a64d-808135727728,54.0,services,MARRIED,,0,0,0,telephone,400,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-12-22,12,2015,0,102,12244,0,0,2012-01-26,28,2012
33803ffa-fb03-4f0f-9f5c-3f2b9a28bc93,52.0,admin.,DIVORCED,university.degree,0,0,0,telephone,197,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-04-18,4,2018,0,103,36606,1,1,2012-06-27,27,2012
834fda51-1ba3-4290-8be6-b59479dfb43b,52.0,admin.,DIVORCED,university.degree,0,0,0,telephone,190,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-08-26,8,2015,0,104,154051,2,2,2012-11-09,18,2012
4dfcd68a-ccd2-4388-812c-c243a4b60254,43.0,services,SINGLE,high.school,0,0,0,telephone,21,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-06-25,6,2017,0,105,29727,1,2,2012-09-28,2,2012
